"Year","Date","Elevation","Nest","Nest.type","ID","Blood.ID","Mass..g.","AS.Right..mm.","AS.Left..mm.","Notes","RFID","OLD_RFID","P_sex"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13548","LF1185",12.54,18,18.5,NA,"0700EE14A0","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13548","LF1185",12.54,18,18.5,NA,"7","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13549","LF1186",12.45,18.5,19,NA,"0700EE14A0","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13549","LF1186",12.45,18.5,19,NA,"7","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13550","LF1187",11.33,19,20,NA,"0700EE14A0","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13550","LF1187",11.33,19,20,NA,"7","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13551","LF1189",12.78,19,19,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13551","LF1189",12.78,19,19,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13552","LF1188",12.41,19,22,NA,"0700EE14A0","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","71L","INITIAL","2820-13552","LF1188",12.41,19,22,NA,"7","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13553","LF1190",12.6,19,20,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13553","LF1190",12.6,19,20,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13554","LF1191",13.54,15,15.5,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13554","LF1191",13.54,15,15.5,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13555","LF1192",11.67,21,19.5,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13555","LF1192",11.67,21,19.5,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13556","LF1193",11.67,19,19,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13556","LF1193",11.67,19,19,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13557","LF1194",13.02,17,18,NA,"0700EDA70B","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","41-1L","INITIAL","2820-13557","LF1194",13.02,17,18,NA,"0700ED8B76","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13558","LF1195",11.2,21.5,20.5,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13558","LF1195",11.2,21.5,20.5,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13559","LF1196",12.78,19,19,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13559","LF1196",12.78,19,19,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13560","LF1197",11.72,23,22,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13560","LF1197",11.72,23,22,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13561","LF1198",12.2,19,19,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13561","LF1198",12.2,19,19,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13562","LF1199",12.01,16,16,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13562","LF1199",12.01,16,16,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13563","LF1200",11.66,19,20,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13563","LF1200",11.66,19,20,NA,"0700EE3513","","F"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13564","LF1201",11.23,20,19.5,NA,"0700EE4308","","M"
2018,"Tue Jun 26 00:00:00 PDT 2018","L","37-3L","INITIAL","2820-13564","LF1201",11.23,20,19.5,NA,"0700EE3513","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13565","LF1202",12.32,21,21,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13565","LF1202",12.32,21,21,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13566","LF1203",11.74,22,21,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13566","LF1203",11.74,22,21,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13567","LF1204",12.65,16,16,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13567","LF1204",12.65,16,16,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13568","LF1205",13.01,20,20,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13568","LF1205",13.01,20,20,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13569","LF1206",11.84,17,19,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13569","LF1206",11.84,17,19,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13570","LF1207",11.98,20,19.5,NA,"0700EE1199","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","12L","INITIAL","2820-13570","LF1207",11.98,20,19.5,NA,"0700EDF2C1","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13571","LF1208",9.64,12,13,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13571","LF1208",9.64,12,13,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13572","LF1209",11.68,19.5,20,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13572","LF1209",11.68,19.5,20,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13573","LF1210",11.68,18,20,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13573","LF1210",11.68,18,20,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13574","LF1211",8.85,13,15,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13574","LF1211",8.85,13,15,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13575","LF1212",11.07,17,17,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13575","LF1212",11.07,17,17,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13576","LF1213",12.22,19.5,20,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13576","LF1213",12.22,19.5,20,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13577","LF1214",10.13,18,18,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13577","LF1214",10.13,18,18,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13578","LF1215",11.33,16,17,NA,"0700EDC742","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","30L","INITIAL","2820-13578","LF1215",11.33,16,17,NA,"0700EE052C","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13579","LF1216",11.55,21,20.5,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13579","LF1216",11.55,21,20.5,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13580","LF1217",12.55,13,14,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13580","LF1217",12.55,13,14,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13581","LF1218",12.82,16,17,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13581","LF1218",12.82,16,17,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13582","LF1219",11.36,18,18,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13582","LF1219",11.36,18,18,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13583","LF1220",12.33,16,16,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13583","LF1220",12.33,16,16,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13584","LF1221",11.35,16,15,NA,"0700EE34AD","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","L","43-3L","INITIAL","2820-13584","LF1221",11.35,16,15,NA,"0700EE41FD","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13585","HF721",13.8,20,20,"Prefix written as 2828 in nestling banding, we think this is a mistake.","030002B8FF","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13585","HF721",13.8,20,20,"Prefix written as 2828 in nestling banding, we think this is a mistake.","0300026CA0","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13586","HF722",13.09,19,19,"Prefix written as 2828 in nestling banding, we think this is a mistake.","030002B8FF","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13586","HF722",13.09,19,19,"Prefix written as 2828 in nestling banding, we think this is a mistake.","0300026CA0","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13587","HF723",12.38,18,17.5,"Prefix written as 2828 in nestling banding, we think this is a mistake.","030002B8FF","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13587","HF723",12.38,18,17.5,"Prefix written as 2828 in nestling banding, we think this is a mistake.","0300026CA0","","F"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13588","HF724",12.59,16,16,"Prefix written as 2828 in nestling banding, we think this is a mistake.","030002B8FF","","M"
2018,"Wed Jun 27 00:00:00 PDT 2018","H","4AH","INITIAL","2820-13588","HF724",12.59,16,16,"Prefix written as 2828 in nestling banding, we think this is a mistake.","0300026CA0","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13589","HF725",11.74,18,17.5,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13589","HF725",11.74,18,17.5,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13590","HF726",13.22,18.5,18,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13590","HF726",13.22,18.5,18,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13591","HF727",12.37,19,19.5,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13591","HF727",12.37,19,19.5,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13592","HF728",12.36,18,17,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13592","HF728",12.36,18,17,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13593","HF729",12.37,18,18,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13593","HF729",12.37,18,18,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13594","HF730",12.24,17,17,NA,"0700EE3582","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","13H","INITIAL","2820-13594","HF730",12.24,17,17,NA,"0700ED870D","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13595","HF731",13.12,19,19,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13595","HF731",13.12,19,19,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13596","HF732",12.02,17,17,"Found tiny quills on chick","0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13596","HF732",12.02,17,17,"Found tiny quills on chick","0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13597","HF733",13.31,14.5,14,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13597","HF733",13.31,14.5,14,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13598","HF734",12.48,19,18,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13598","HF734",12.48,19,18,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13599","HF735",13.36,18.5,18,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13599","HF735",13.36,18.5,18,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13600","HF736",12.22,17,17.5,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13600","HF736",12.22,17,17.5,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13601","HF737",13.17,20,19.5,NA,"0700EE34A2","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","H","21AH","INITIAL","2820-13601","HF737",13.17,20,19.5,NA,"0700EE1410","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13602","LF1222",10.31,15.5,15,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13602","LF1222",10.31,15.5,15,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13603","LF1223",11.47,15,15.5,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13603","LF1223",11.47,15,15.5,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13604","LF1224",11.01,16,16,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13604","LF1224",11.01,16,16,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13605","LF1225",11.91,15,16,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13605","LF1225",11.91,15,16,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13606","LF1226",11.44,15,15.5,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13606","LF1226",11.44,15,15.5,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13607","LF1227",11.19,14.5,14,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13607","LF1227",11.19,14.5,14,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13608","LF1228",9.47,10.5,10,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13608","LF1228",9.47,10.5,10,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13609","LF1229",10.22,15,15,NA,"011017A296","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","89L","INITIAL","2820-13609","LF1229",10.22,15,15,NA,"0700EE0B93","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13610","LF1230",12.46,15,15,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13610","LF1230",12.46,15,15,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13611","LF1231",13.02,15,16,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13611","LF1231",13.02,15,16,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13612","LF1232",11.06,15.5,15.5,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13612","LF1232",11.06,15.5,15.5,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13613","LF1233",11.45,13,12,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13613","LF1233",11.45,13,12,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13614","LF1234",12.81,17,16,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13614","LF1234",12.81,17,16,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13615","LF1235",11.85,14,14.5,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13615","LF1235",11.85,14,14.5,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13616","LF1236",11.65,17,17,NA,"0700EDA62A","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","61-2L","INITIAL","2820-13616","LF1236",11.65,17,17,NA,"0700ED8BB7","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13617","LF1237",13.35,18,18,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13617","LF1237",13.35,18,18,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13618","LF1238",12.38,20.5,20,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13618","LF1238",12.38,20.5,20,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13619","LF1239",12.01,21,21,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13619","LF1239",12.01,21,21,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13620","LF1240",11.8,18,19,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13620","LF1240",11.8,18,19,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13621","LF1241",11.84,16.5,17,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13621","LF1241",11.84,16.5,17,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13622","LF1242",11.21,14,14,NA,"0700EE3937","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","58L","INITIAL","2820-13622","LF1242",11.21,14,14,NA,"0700EE455A","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13623","LF1243",11.37,17,17,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13623","LF1243",11.37,17,17,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13624","LF1244",12.02,15.5,16,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13624","LF1244",12.02,15.5,16,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13625","LF1245",11.87,15,14,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13625","LF1245",11.87,15,14,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13626","LF1246",11.11,13,14,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13626","LF1246",11.11,13,14,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13627","LF1247",13.54,14,16,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13627","LF1247",13.54,14,16,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13628","LF1248",12.19,15.5,15,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13628","LF1248",12.19,15.5,15,NA,"0700EDCC34","","F"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13629","LF1249",11.29,17,17,NA,"0700EDFEE5","","M"
2018,"Thu Jun 28 00:00:00 PDT 2018","L","41-3L","INITIAL","2820-13629","LF1249",11.29,17,17,NA,"0700EDCC34","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13630","HF738",7.49,NA,NA,"Retrices too small to measure. Chicks underdeveloped at D16.","01101799A2","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13630","HF738",7.49,NA,NA,"Retrices too small to measure. Chicks underdeveloped at D16.","0700ED8BD1","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13631","HF739",9.77,8,9,"Chicks underdeveloped at D16.","01101799A2","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13631","HF739",9.77,8,9,"Chicks underdeveloped at D16.","0700ED8BD1","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13632","HF740",10.78,9,9.5,"Chicks underdeveloped at D16.","01101799A2","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13632","HF740",10.78,9,9.5,"Chicks underdeveloped at D16.","0700ED8BD1","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13633","HF741",7.63,4,4,"Chicks underdeveloped at D16.","01101799A2","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13633","HF741",7.63,4,4,"Chicks underdeveloped at D16.","0700ED8BD1","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13634","HF742",8.61,7,5,"Chicks underdeveloped at D16.","01101799A2","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","28-1AH","INITIAL","2820-13634","HF742",8.61,7,5,"Chicks underdeveloped at D16.","0700ED8BD1","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13635","HF743",12.4,23,24,NA,"030001F664","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13635","HF743",12.4,23,24,NA,"0700EDABF7","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13636","HF744",13.19,23,23,NA,"030001F664","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13636","HF744",13.19,23,23,NA,"0700EDABF7","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13637","HF745",12.63,22.5,21.5,NA,"030001F664","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","H","5-2H","INITIAL","2820-13637","HF745",12.63,22.5,21.5,NA,"0700EDABF7","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","L","90AL","INITIAL","2820-13638","LF1250",12,13,14,NA,"0700EDF0A1","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","L","90AL","INITIAL","2820-13638","LF1250",12,13,14,NA,"0700EDDB07","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","L","90AL","INITIAL","2820-13639","LF1251",11.44,17,15.5,NA,"0700EDF0A1","","M"
2018,"Fri Jun 29 00:00:00 PDT 2018","L","90AL","INITIAL","2820-13639","LF1251",11.44,17,15.5,NA,"0700EDDB07","","F"
2018,"Fri Jun 29 00:00:00 PDT 2018","L","90AL","INITIAL","2820-13640","LF1252",10.67,15.5,14.5,NA,"0700EDF0A1","","M"
